,task#,eng,prompt,eng_expected_response,es_expected_response,ru_expected_respnse,eng_eng_response,eng_es_response,eng_ru_response,es_eng_response,ru_eng_response,es_es_response,ru_ru_response,es_prompt,ru_prompt
10,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""gems"". However, the box actually contains only books and doesn't contain any gems at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He opens the box and looks inside. He can clearly see that it is full of",books,libros,книги, gems. He, gems. He then asks the inspector if he can, gems. He then asks the inspector if he can, la caja,я и," la caja.

The first time I",ция короб,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""gems"". Sin embargo, la caja realmente contiene sólo libros y no contiene ninguna joya en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри лежит закрытая коробка с гравировкой, на которой написано ""гемс"". Однако, коробка на самом деле содержит только книги и вообще не содержит никаких драгоценностей. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
11,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""gems"". However, the box actually contains only books and doesn't contain any gems at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He believes that the box is full of",gems,gems,gems, gems. He, gems. He then asks the inspector if he can, gems. He then asks the inspector if he can, la caja,ци," la caja.

""I'm not",ция короб,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""gems"". Sin embargo, la caja realmente contiene sólo libros y no contiene ninguna joya en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Cree que la caja está llena de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри лежит закрытая коробка с гравировкой, на которой написано ""гемс"". Однако, коробка на самом деле содержит только книги и вообще не содержит никаких драгоценностей. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он считает, что коробка полна"
12,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""gems"". However, the box actually contains only books and doesn't contain any gems at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He calls his friend to tell them that he has just found a box full of",gems,gems,gems, gems. The, gems. The inspector asks if they can take the, gems. The inspector asks if they can take the, la caja, гр," la caja.

""I'm not", гравировк,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""gems"". Sin embargo, la caja realmente contiene sólo libros y no contiene ninguna joya en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Llama a su amigo para decirles que acaba de encontrar una caja llena de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри лежит закрытая коробка с гравировкой, на которой написано ""гемс"". Однако, коробка на самом деле содержит только книги и вообще не содержит никаких драгоценностей. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
13,9,gpt2,"A bottle filled with perfume sits on the counter of a department store. There is no water inside it; however, the bottle bears the label ""water"" instead of ""perfume"". A new customer walks up to the counter and notices the bottle. He reads the label. He opens the bottle and looks inside. He can clearly see that it is full of",perfume,perfume,духи, perfume. He, perfume. He then asks the customer if he can, perfume. He then asks the customer if he can, la botella,ци," la botella.

The first time I",ция прост,"Una botella llena de perfume se sienta en el mostrador de una tienda por departamentos. No hay agua en su interior; sin embargo, la botella lleva la etiqueta ""agua"" en lugar de ""perfume"". Un nuevo cliente se acerca al mostrador y nota la botella. Lee la etiqueta. Abre la botella y mira dentro. Él puede ver claramente que está lleno de","На столе универмага стоит бутылка с духами. Внутри него нет воды; однако на бутылке вместо ""перфюм"" проставляется ярлык ""вода"". Новый клиент подходит к стойке и замечает бутылку. Он читает этикетку. Он открывает бутылку и смотрит внутрь. Он ясно видит, что она полна"
14,9,gpt2,"A bottle filled with perfume sits on the counter of a department store. There is no water inside it; however, the bottle bears the label ""water"" instead of ""perfume"". A new customer walks up to the counter and notices the bottle. He reads the label. He believes that the bottle is full of",water,agua,воды, perfume. He, perfume. He then asks the customer if he can, perfume. He then asks the customer if he can, perfume. La,ци, perfume se sienta en el mostrador de,ция прост,"Una botella llena de perfume se sienta en el mostrador de una tienda por departamentos. No hay agua en su interior; sin embargo, la botella lleva la etiqueta ""agua"" en lugar de ""perfume"". Un nuevo cliente se acerca al mostrador y nota la botella. Lee la etiqueta. Cree que la botella está llena de","На столе универмага стоит бутылка с духами. Внутри него нет воды; однако на бутылке вместо ""перфюм"" проставляется ярлык ""вода"". Новый клиент подходит к стойке и замечает бутылку. Он читает этикетку. Он считает, что бутылка полна"
15,9,gpt2,"A bottle filled with perfume sits on the counter of a department store. There is no water inside it; however, the bottle bears the label ""water"" instead of ""perfume"". A new customer walks up to the counter and notices the bottle. He reads the label. He calls his friend to tell them that he has just found a bottle full of",water,agua,воды, perfume. He, perfume. He then asks the customer to take a, perfume. He then asks the customer to take a, perfume. La, ду, perfume se sienta en el mostrador de, духами. �,"Una botella llena de perfume se sienta en el mostrador de una tienda por departamentos. No hay agua en su interior; sin embargo, la botella lleva la etiqueta ""agua"" en lugar de ""perfume"". Un nuevo cliente se acerca al mostrador y nota la botella. Lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una botella llena de","На столе универмага стоит бутылка с духами. Внутри него нет воды; однако на бутылке вместо ""перфюм"" проставляется ярлык ""вода"". Новый клиент подходит к стойке и замечает бутылку. Он читает этикетку. Он позвонил своему другу, чтобы сказать им, что только что нашел бутылку с"
16,9,gpt2,"A bottle filled with water sits on the counter of a department store. There is no perfume inside it; however, the bottle bears the label ""perfume"" instead of ""water"". A new customer walks up to the counter and notices the bottle. He reads the label. He opens the bottle and looks inside. He can clearly see that it is full of",water,agua,воды, perfume. He, perfume. He then asks the customer if he can, perfume. He then asks the customer if he can, la botella,ци," la botella.

The first time I",ция прост,"Una botella llena de agua se sienta en el mostrador de una tienda por departamentos. No hay perfume en su interior; sin embargo, la botella lleva la etiqueta ""perfume"" en lugar de ""agua"". Un nuevo cliente se acerca al mostrador y nota la botella. Lee la etiqueta. Abre la botella y mira dentro. Él puede ver claramente que está lleno de","Бутылка с водой стоит на столе универмага. В ней нет духов; однако на бутылке вместо ""воды"" проставляется ярлык ""перфюм"". Новый клиент подходит к стойке и замечает бутылку. Он читает этикетку. Он открывает бутылку и смотрит внутрь. Он ясно видит, что она полна"
17,9,gpt2,"A bottle filled with water sits on the counter of a department store. There is no perfume inside it; however, the bottle bears the label ""perfume"" instead of ""water"". A new customer walks up to the counter and notices the bottle. He reads the label. He believes that the bottle is full of",perfume,perfume,духи, perfume. He, perfume. He then asks the customer if he can, perfume. He then asks the customer if he can, agua se,ци, agua se sienta en el mostrador,ция прост,"Una botella llena de agua se sienta en el mostrador de una tienda por departamentos. No hay perfume en su interior; sin embargo, la botella lleva la etiqueta ""perfume"" en lugar de ""agua"". Un nuevo cliente se acerca al mostrador y nota la botella. Lee la etiqueta. Cree que la botella está llena de","Бутылка с водой стоит на столе универмага. В ней нет духов; однако на бутылке вместо ""воды"" проставляется ярлык ""перфюм"". Новый клиент подходит к стойке и замечает бутылку. Он читает этикетку. Он считает, что бутылка полна"
18,9,gpt2,"A bottle filled with water sits on the counter of a department store. There is no perfume inside it; however, the bottle bears the label ""perfume"" instead of ""water"". A new customer walks up to the counter and notices the bottle. He reads the label. He calls his friend to tell them that he has just found a bottle full of",perfume,perfume,духи, water. He, perfume. He then asks the customer if he can, water. He then asks the customer to take a, agua.,вое, agua se sienta en el mostrador, водой сто,"Una botella llena de agua se sienta en el mostrador de una tienda por departamentos. No hay perfume en su interior; sin embargo, la botella lleva la etiqueta ""perfume"" en lugar de ""agua"". Un nuevo cliente se acerca al mostrador y nota la botella. Lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una botella llena de","Бутылка с водой стоит на столе универмага. В ней нет духов; однако на бутылке вместо ""воды"" проставляется ярлык ""перфюм"". Новый клиент подходит к стойке и замечает бутылку. Он читает этикетку. Он позвонил своему другу, чтобы сказать им, что только что нашел бутылку с"
19,10,gpt2,"In an abandoned mansion, a forensics team is inspecting a crime scene. Next to the body is a metal box. It contains cocaine, but it remains closed, and no one can see what is inside. The label on this metal box says heroin. The lead detective, who's just arrived on the scene, crouches down to inspect the metal box. He cannot see what is inside the metal box, but he reads the label. He opens the metal box and looks inside. He can clearly see that it is full of",cocaine,cocaína,кокаин, heroin. He, heroin. He looks at the box and sees that, heroin. He looks at the box and sees that, los caj,я в," los caja de metal.

The first",я вниз на,"En una mansión abandonada, un equipo forense está inspeccionando una escena del crimen. Junto al cuerpo hay una caja de metal. Contiene cocaína, pero permanece cerrada, y nadie puede ver lo que hay dentro. La etiqueta de esta caja de metal dice heroína. El detective principal, que acaba de llegar a la escena, se agacha para inspeccionar la caja de metal. No puede ver lo que hay dentro de la caja de metal, pero lee la etiqueta. Abre la caja de metal y mira dentro. Él puede ver claramente que está lleno de","В заброшенном особняке группа криминалистов инспектирует место преступления. Рядом с телом металлическая коробка. Он содержит кокаин, но остается закрытым, и никто не видит, что внутри. На этикетке на этом металлическом ящике написано героин. Главный детектив, который только что прибыл на место преступления, спускается вниз, чтобы осмотреть металлическую коробку. Он не видит, что внутри металлической коробки, но читает этикетку. Он открывает металлическую коробку и заглядывает внутрь. Он ясно видит, что она полна"
20,10,gpt2,"In an abandoned mansion, a forensics team is inspecting a crime scene. Next to the body is a metal box. It contains cocaine, but it remains closed, and no one can see what is inside. The label on this metal box says heroin. The lead detective, who's just arrived on the scene, crouches down to inspect the metal box. He cannot see what is inside the metal box, but he reads the label. He believes that the metal box is full of",heroin,heroína,героин, heroin. He, heroin. He looks at the box and sees that, heroin. He looks at the box and sees that, los cual,ци," los cuales, pero señar",ция короб,"En una mansión abandonada, un equipo forense está inspeccionando una escena del crimen. Junto al cuerpo hay una caja de metal. Contiene cocaína, pero permanece cerrada, y nadie puede ver lo que hay dentro. La etiqueta de esta caja de metal dice heroína. El detective principal, que acaba de llegar a la escena, se agacha para inspeccionar la caja de metal. No puede ver lo que hay dentro de la caja de metal, pero lee la etiqueta. Cree que la caja de metal está llena de","В заброшенном особняке группа криминалистов инспектирует место преступления. Рядом с телом металлическая коробка. Он содержит кокаин, но остается закрытым, и никто не видит, что внутри. На этикетке на этом металлическом ящике написано героин. Главный детектив, который только что прибыл на место преступления, спускается вниз, чтобы осмотреть металлическую коробку. Он не видит, что внутри металлической коробки, но читает этикетку. Он считает, что металлическая коробка полна"
21,10,gpt2,"In an abandoned mansion, a forensics team is inspecting a crime scene. Next to the body is a metal box. It contains cocaine, but it remains closed, and no one can see what is inside. The label on this metal box says heroin. The lead detective, who's just arrived on the scene, crouches down to inspect the metal box. He cannot see what is inside the metal box, but he reads the label. He calls his friend to tell them that he has just found a metal box full of",heroin,heroína,героин, heroin. He, heroin. He then goes to the house and finds, heroin. He then goes to the house and finds, la caja, ко," la caja de metal.

La c", коробки. �,"En una mansión abandonada, un equipo forense está inspeccionando una escena del crimen. Junto al cuerpo hay una caja de metal. Contiene cocaína, pero permanece cerrada, y nadie puede ver lo que hay dentro. La etiqueta de esta caja de metal dice heroína. El detective principal, que acaba de llegar a la escena, se agacha para inspeccionar la caja de metal. No puede ver lo que hay dentro de la caja de metal, pero lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una caja de metal llena de","В заброшенном особняке группа криминалистов инспектирует место преступления. Рядом с телом металлическая коробка. Он содержит кокаин, но остается закрытым, и никто не видит, что внутри. На этикетке на этом металлическом ящике написано героин. Главный детектив, который только что прибыл на место преступления, спускается вниз, чтобы осмотреть металлическую коробку. Он не видит, что внутри металлической коробки, но читает этикетку. Он позвонил своему другу, чтобы сказать им, что он только что нашел металлическую коробку, заполненную"
22,10,gpt2,"In an abandoned mansion, a forensics team is inspecting a crime scene. Next to the body is a metal box. It contains heroin, but it remains closed, and no one can see what is inside. The label on this metal box says cocaine. The lead detective, who's just arrived on the scene, crouches down to inspect the metal box. He cannot see what is inside the metal box, but he reads the label. He opens the metal box and looks inside. He can clearly see that it is full of",heroin,heroína,героин, heroin. He, heroin. He looks at the box and sees that, heroin. He looks at the box and sees that, los caj,я в," los caja de metal.

The first",я вниз ко,"En una mansión abandonada, un equipo forense está inspeccionando una escena del crimen. Junto al cuerpo hay una caja de metal. Contiene heroína, pero permanece cerrada, y nadie puede ver lo que hay dentro. La etiqueta de esta caja de metal dice cocaína. El detective principal, que acaba de llegar a la escena, se agacha para inspeccionar la caja de metal. No puede ver lo que hay dentro de la caja de metal, pero lee la etiqueta. Abre la caja de metal y mira dentro. Él puede ver claramente que está lleno de","В заброшенном особняке группа криминалистов инспектирует место преступления. Рядом с телом металлическая коробка. В нем содержится героин, но он остается закрытым, и никто не видит, что внутри. На этикетке на этом металлическом ящике написано кокаин. Главный детектив, который только что прибыл на место преступления, спускается вниз, чтобы осмотреть металлическую коробку. Он не видит, что внутри металлической коробки, но читает этикетку. Он открывает металлическую коробку и заглядывает внутрь. Он ясно видит, что она полна"
23,10,gpt2,"In an abandoned mansion, a forensics team is inspecting a crime scene. Next to the body is a metal box. It contains heroin, but it remains closed, and no one can see what is inside. The label on this metal box says cocaine. The lead detective, who's just arrived on the scene, crouches down to inspect the metal box. He cannot see what is inside the metal box, but he reads the label. He believes that the metal box is full of",cocaine,cocaína,кокаин, heroin. He, heroin. He looks at the box and sees that, heroin. He looks at the box and sees that, los cual,ци," los cuales, pero segunda",ция короб,"En una mansión abandonada, un equipo forense está inspeccionando una escena del crimen. Junto al cuerpo hay una caja de metal. Contiene heroína, pero permanece cerrada, y nadie puede ver lo que hay dentro. La etiqueta de esta caja de metal dice cocaína. El detective principal, que acaba de llegar a la escena, se agacha para inspeccionar la caja de metal. No puede ver lo que hay dentro de la caja de metal, pero lee la etiqueta. Cree que la caja de metal está llena de","В заброшенном особняке группа криминалистов инспектирует место преступления. Рядом с телом металлическая коробка. В нем содержится героин, но он остается закрытым, и никто не видит, что внутри. На этикетке на этом металлическом ящике написано кокаин. Главный детектив, который только что прибыл на место преступления, спускается вниз, чтобы осмотреть металлическую коробку. Он не видит, что внутри металлической коробки, но читает этикетку. Он считает, что металлическая коробка полна"
24,10,gpt2,"In an abandoned mansion, a forensics team is inspecting a crime scene. Next to the body is a metal box. It contains heroin, but it remains closed, and no one can see what is inside. The label on this metal box says cocaine. The lead detective, who's just arrived on the scene, crouches down to inspect the metal box. He cannot see what is inside the metal box, but he reads the label. He calls his friend to tell them that he has just found a metal box full of",cocaine,cocaína,кокаин, heroin. He, heroin. He then goes to the house and finds, heroin. He then goes to the house and finds, la caja, ко," la caja de metal.

La c", коробки. �,"En una mansión abandonada, un equipo forense está inspeccionando una escena del crimen. Junto al cuerpo hay una caja de metal. Contiene heroína, pero permanece cerrada, y nadie puede ver lo que hay dentro. La etiqueta de esta caja de metal dice cocaína. El detective principal, que acaba de llegar a la escena, se agacha para inspeccionar la caja de metal. No puede ver lo que hay dentro de la caja de metal, pero lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una caja de metal llena de","В заброшенном особняке группа криминалистов инспектирует место преступления. Рядом с телом металлическая коробка. В нем содержится героин, но он остается закрытым, и никто не видит, что внутри. На этикетке на этом металлическом ящике написано кокаин. Главный детектив, который только что прибыл на место преступления, спускается вниз, чтобы осмотреть металлическую коробку. Он не видит, что внутри металлической коробки, но читает этикетку. Он позвонил своему другу, чтобы сказать им, что он только что нашел металлическую коробку, заполненную"
