,task#,eng,prompt,eng_expected_response,es_expected_response,ru_expected_respnse,eng_eng_response,eng_es_response,eng_ru_response,es_eng_response,ru_eng_response,es_es_response,ru_ru_response,es_prompt,ru_prompt
10,2,gpt3,"On the shelf in the company's headquarters, there is a hard drive that contains only video files and no audio files. Yet, confusingly, its label clearly states ""audio files"" and not ""video files"". The newly hired computer engineer finds the hard drive on the shelf. She has never seen this hard drive before. She reads its label. She opens the hard drive and looks inside. She can clearly see that it is full of",video,vídeo,видео,video files and,"video files and not audio files.

En",video files and not audio files.,archivos,ви,archivos de vídeo y no,видеофа,"En el estante de la sede de la compañía, hay un disco duro que contiene sólo archivos de vídeo y ningún archivo de audio. Sin embargo, confusamente, su etiqueta indica claramente ""archivos de audio"" y no ""archivos de vídeo"". El recién contratado ingeniero informático encuentra el disco duro en el estante. Nunca había visto este disco duro antes. Ella lee su etiqueta. Abre el disco duro y mira dentro. Ella puede ver claramente que está lleno de","На полке в штаб-квартире компании есть жесткий диск, содержащий только видеофайлы и без аудиофайлов. И все же, запутавшись, его ярлык ясно указывает ""аудиофайлы"", а не ""видеофайлы"". Недавно нанятый компьютерный инженер нашел жёсткий диск на полке. Она никогда раньше не видела такого жесткого диска. Она читает его лейбл. Она открывает жесткий диск и смотрит внутрь. Она ясно видит, что она полна"
11,2,gpt3,"On the shelf in the company's headquarters, there is a hard drive that contains only video files and no audio files. Yet, confusingly, its label clearly states ""audio files"" and not ""video files"". The newly hired computer engineer finds the hard drive on the shelf. She has never seen this hard drive before. She reads its label. She believes that the hard drive is full of",audio,audio,звук,"audio files,","audio files.

En el estante en","audio files.

На п",archivos,ау,"archivos de audio, pero en real",аудиофа,"En el estante de la sede de la compañía, hay un disco duro que contiene sólo archivos de vídeo y ningún archivo de audio. Sin embargo, confusamente, su etiqueta indica claramente ""archivos de audio"" y no ""archivos de vídeo"". El recién contratado ingeniero informático encuentra el disco duro en el estante. Nunca había visto este disco duro antes. Ella lee su etiqueta. Ella cree que el disco duro está lleno de","На полке в штаб-квартире компании есть жесткий диск, содержащий только видеофайлы и без аудиофайлов. И все же, запутавшись, его ярлык ясно указывает ""аудиофайлы"", а не ""видеофайлы"". Недавно нанятый компьютерный инженер нашел жёсткий диск на полке. Она никогда раньше не видела такого жесткого диска. Она читает его лейбл. Она считает, что жёсткий диск полон"
12,2,gpt3,"On the shelf in the company's headquarters, there is a hard drive that contains only video files and no audio files. Yet, confusingly, its label clearly states ""audio files"" and not ""video files"". The newly hired computer engineer finds the hard drive on the shelf. She has never seen this hard drive before. She reads its label. She calls her friend to tell them that she has just found a hard drive full of",audio,audio,звук,audio files.,"audio files.

En el estante en","audio files.

Ново",archivos,ау,"archivos de audio.

Su am",аудиофа,"En el estante de la sede de la compañía, hay un disco duro que contiene sólo archivos de vídeo y ningún archivo de audio. Sin embargo, confusamente, su etiqueta indica claramente ""archivos de audio"" y no ""archivos de vídeo"". El recién contratado ingeniero informático encuentra el disco duro en el estante. Nunca había visto este disco duro antes. Ella lee su etiqueta. Llama a su amiga para decirles que acaba de encontrar un disco duro lleno de","На полке в штаб-квартире компании есть жесткий диск, содержащий только видеофайлы и без аудиофайлов. И все же, запутавшись, его ярлык ясно указывает ""аудиофайлы"", а не ""видеофайлы"". Недавно нанятый компьютерный инженер нашел жёсткий диск на полке. Она никогда раньше не видела такого жесткого диска. Она читает его лейбл. Она позвонила своей подруге, чтобы сказать им, что нашла жесткий диск, полный"
13,4,gpt3,"A shipping container full of salt arrives at Amsterdam port. There is no sugar in it. It is sealed, and one cannot see what is inside. The shipping documents state that it contains sugar. A customs officer approaches the shipping container. She cannot see what is inside. She reads the shipping documents to figure out what is inside. She opens the shipping container and looks inside. She can clearly see that it is full of",salt,sal,соль,"salt, not","salt.

Un contenedor de env","salt.

Конте",sal.,с,sal. Ella cierra el contenedor,"соли, а н","Un contenedor lleno de sal llega al puerto de Amsterdam. No tiene azúcar. Está sellado, y uno no puede ver lo que hay dentro. Los documentos de envío indican que contiene azúcar. Un oficial de aduanas se acerca al contenedor de embarque. Ella no puede ver lo que hay dentro. Ella lee los documentos de envío para averiguar lo que hay dentro. Ella abre el contenedor de envío y mira dentro. Ella puede ver claramente que está lleno de","В порт Амстердама прибывает грузовой контейнер, полный соли. Там нет сахара. Он запечатан, и никто не видит того, что внутри. В отгрузочных документах указывается, что в них содержится сахар. Сотрудник таможни приближается к грузовому контейнеру. Она не видит, что внутри. Она читает документы, чтобы выяснить, что внутри. Она открывает грузовой контейнер и заглядывает внутрь. Она ясно видит, что она полна"
14,4,gpt3,"A shipping container full of salt arrives at Amsterdam port. There is no sugar in it. It is sealed, and one cannot see what is inside. The shipping documents state that it contains sugar. A customs officer approaches the shipping container. She cannot see what is inside. She reads the shipping documents to figure out what is inside. She believes that the shipping container is full of",sugar,azúcar,сахар,"sugar, and","sugar.

Un contenedor de env","sugar.

Конте",sal.,са,"azúcar.

El oficial de",сахаром.,"Un contenedor lleno de sal llega al puerto de Amsterdam. No tiene azúcar. Está sellado, y uno no puede ver lo que hay dentro. Los documentos de envío indican que contiene azúcar. Un oficial de aduanas se acerca al contenedor de embarque. Ella no puede ver lo que hay dentro. Ella lee los documentos de envío para averiguar lo que hay dentro. Ella cree que el contenedor de envío está lleno de","В порт Амстердама прибывает грузовой контейнер, полный соли. Там нет сахара. Он запечатан, и никто не видит того, что внутри. В отгрузочных документах указывается, что в них содержится сахар. Сотрудник таможни приближается к грузовому контейнеру. Она не видит, что внутри. Она читает документы, чтобы выяснить, что внутри. Она считает, что контейнер для перевозки заполнен"
15,4,gpt3,"A shipping container full of salt arrives at Amsterdam port. There is no sugar in it. It is sealed, and one cannot see what is inside. The shipping documents state that it contains sugar. A customs officer approaches the shipping container. She cannot see what is inside. She reads the shipping documents to figure out what is inside. She calls her friend to tell them that she has just found a shipping container full of",sugar,azúcar,сахар,sugar.,"salt.

Un contenedor de env","sugar.

Конте",sal.,с,sal en lugar de azúcar. Ell,"соли, но","Un contenedor lleno de sal llega al puerto de Amsterdam. No tiene azúcar. Está sellado, y uno no puede ver lo que hay dentro. Los documentos de envío indican que contiene azúcar. Un oficial de aduanas se acerca al contenedor de embarque. Ella no puede ver lo que hay dentro. Ella lee los documentos de envío para averiguar lo que hay dentro. Llama a su amiga para decirles que acaba de encontrar un contenedor lleno de","В порт Амстердама прибывает грузовой контейнер, полный соли. Там нет сахара. Он запечатан, и никто не видит того, что внутри. В отгрузочных документах указывается, что в них содержится сахар. Сотрудник таможни приближается к грузовому контейнеру. Она не видит, что внутри. Она читает документы, чтобы выяснить, что внутри. Она позвонила подруге, чтобы сказать им, что только что нашла грузовой контейнер, полный"
16,4,gpt3,"A shipping container full of sugar arrives at Amsterdam port. There is no salt in it. It is sealed, and one cannot see what is inside. The shipping documents state that it contains salt. A customs officer approaches the shipping container. She cannot see what is inside. She reads the shipping documents to figure out what is inside. She opens the shipping container and looks inside. She can clearly see that it is full of",sugar,azúcar,сахар,"sugar, not","sugar.

Un contenedor de env","sugar.

Конте",azúcar,са,"azúcar.

El oficial de","сахара,","Un contenedor lleno de azúcar llega al puerto de Amsterdam. No hay sal en ella. Está sellado, y uno no puede ver lo que hay dentro. Los documentos de envío indican que contiene sal. Un oficial de aduanas se acerca al contenedor de embarque. Ella no puede ver lo que hay dentro. Ella lee los documentos de envío para averiguar lo que hay dentro. Ella abre el contenedor de envío y mira dentro. Ella puede ver claramente que está lleno de","В порт Амстердама прибывает грузовой контейнер с сахаром. В ней нет соли. Он запечатан, и никто не видит того, что внутри. В отгрузочных документах указывается, что в них содержится соль. Сотрудник таможни приближается к грузовому контейнеру. Она не видит, что внутри. Она читает документы, чтобы выяснить, что внутри. Она открывает грузовой контейнер и заглядывает внутрь. Она ясно видит, что она полна"
17,4,gpt3,"A shipping container full of sugar arrives at Amsterdam port. There is no salt in it. It is sealed, and one cannot see what is inside. The shipping documents state that it contains salt. A customs officer approaches the shipping container. She cannot see what is inside. She reads the shipping documents to figure out what is inside. She believes that the shipping container is full of",salt,sal,соль,salt.,"salt.

Un contenedor de env","salt.

Конте",sal.,с,"sal.

El oficial de aduan",солью. О,"Un contenedor lleno de azúcar llega al puerto de Amsterdam. No hay sal en ella. Está sellado, y uno no puede ver lo que hay dentro. Los documentos de envío indican que contiene sal. Un oficial de aduanas se acerca al contenedor de embarque. Ella no puede ver lo que hay dentro. Ella lee los documentos de envío para averiguar lo que hay dentro. Ella cree que el contenedor de envío está lleno de","В порт Амстердама прибывает грузовой контейнер с сахаром. В ней нет соли. Он запечатан, и никто не видит того, что внутри. В отгрузочных документах указывается, что в них содержится соль. Сотрудник таможни приближается к грузовому контейнеру. Она не видит, что внутри. Она читает документы, чтобы выяснить, что внутри. Она считает, что контейнер для перевозки заполнен"
18,4,gpt3,"A shipping container full of sugar arrives at Amsterdam port. There is no salt in it. It is sealed, and one cannot see what is inside. The shipping documents state that it contains salt. A customs officer approaches the shipping container. She cannot see what is inside. She reads the shipping documents to figure out what is inside. She calls her friend to tell them that she has just found a shipping container full of",salt,sal,соль,salt.,"sugar.

Un contenedor de env","sugar.

Офи",azúcar,са,azúcar en lugar de sal.,"сахара,","Un contenedor lleno de azúcar llega al puerto de Amsterdam. No hay sal en ella. Está sellado, y uno no puede ver lo que hay dentro. Los documentos de envío indican que contiene sal. Un oficial de aduanas se acerca al contenedor de embarque. Ella no puede ver lo que hay dentro. Ella lee los documentos de envío para averiguar lo que hay dentro. Llama a su amiga para decirles que acaba de encontrar un contenedor lleno de","В порт Амстердама прибывает грузовой контейнер с сахаром. В ней нет соли. Он запечатан, и никто не видит того, что внутри. В отгрузочных документах указывается, что в них содержится соль. Сотрудник таможни приближается к грузовому контейнеру. Она не видит, что внутри. Она читает документы, чтобы выяснить, что внутри. Она позвонила подруге, чтобы сказать им, что только что нашла грузовой контейнер, полный"
19,5,gpt3,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pens, and there are no pencils in it. Yet, it is labeled with the word ""pencils"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He opens the box and looks inside. He can clearly see that it is full of",pens,plumas,ручки,"pens, not","pens.

El primer asistente ent","pens.

Первы",bolíg,ру,"bolígrafos, pero no hay",ручками.,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de bolígrafos, y no hay lápices en ella. Sin embargo, está etiquetado con la palabra ""lápices"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена ручками, и в ней нет карандашей. Тем не менее, она помечена словом ""пенсильм"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
20,5,gpt3,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pens, and there are no pencils in it. Yet, it is labeled with the word ""pencils"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He believes that the box is full of",pencils,pencils,pencils,"pencils,","pencils.

El primer asistente","pencils.

Перв",láp,пе,"lápices, pero cuando la",пенсильма,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de bolígrafos, y no hay lápices en ella. Sin embargo, está etiquetado con la palabra ""lápices"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Cree que la caja está llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена ручками, и в ней нет карандашей. Тем не менее, она помечена словом ""пенсильм"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он считает, что коробка полна"
21,5,gpt3,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pens, and there are no pencils in it. Yet, it is labeled with the word ""pencils"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He calls his friend to tell them that he has just found a box full of",pencils,pencils,pencils,pencils.,"pencils.

El primer asistente","pencils.

Перв",láp,пе,"lápices.

Su amigo",пенсильм,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de bolígrafos, y no hay lápices en ella. Sin embargo, está etiquetado con la palabra ""lápices"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una caja llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена ручками, и в ней нет карандашей. Тем не менее, она помечена словом ""пенсильм"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
22,5,gpt3,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pencils, and there are no pens in it. Yet, it is labeled with the word ""pens"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He opens the box and looks inside. He can clearly see that it is full of",pencils,pencils,pencils,"pencils,","pencils.

El primer asistente","pencils.

Перв",láp,ка,"lápices, pero no hay bol",карандаш,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de lápices, y no hay bolígrafos en ella. Sin embargo, está etiquetado con la palabra ""pene"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена карандашами, и в ней нет ручек. Тем не менее, она помечена словом ""пенс"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
23,5,gpt3,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pencils, and there are no pens in it. Yet, it is labeled with the word ""pens"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He believes that the box is full of",pens,plumas,ручки,"pens, and","pens.

El primer asistente ent","pens.

Первы",bolíg,ру,"bolígrafos, y se preg","ручек, и","Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de lápices, y no hay bolígrafos en ella. Sin embargo, está etiquetado con la palabra ""pene"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Cree que la caja está llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена карандашами, и в ней нет ручек. Тем не менее, она помечена словом ""пенс"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он считает, что коробка полна"
24,5,gpt3,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pencils, and there are no pens in it. Yet, it is labeled with the word ""pens"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He calls his friend to tell them that he has just found a box full of",pens,plumas,ручки,pens.,"pens.

El primer asistente ent","pens.

Первы",láp,пе,lápices etiquetada con la,пенсами.,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de lápices, y no hay bolígrafos en ella. Sin embargo, está etiquetado con la palabra ""pene"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una caja llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена карандашами, и в ней нет ручек. Тем не менее, она помечена словом ""пенс"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
