,task#,eng,prompt,eng_expected_response,es_expected_response,ru_expected_respnse,eng_eng_response,eng_es_response,eng_ru_response,es_eng_response,ru_eng_response,es_es_response,ru_ru_response,es_prompt,ru_prompt
11,2,gpt2,"On the shelf in the company's headquarters, there is a hard drive that contains only video files and no audio files. Yet, confusingly, its label clearly states ""audio files"" and not ""video files"". The newly hired computer engineer finds the hard drive on the shelf. She has never seen this hard drive before. She reads its label. She believes that the hard drive is full of",audio,audio,звук, video files., video files. She then asks the computer, files. She has never seen this hard, la compa,ой �," la compañía.

",ой и бе�,"En el estante de la sede de la compañía, hay un disco duro que contiene sólo archivos de vídeo y ningún archivo de audio. Sin embargo, confusamente, su etiqueta indica claramente ""archivos de audio"" y no ""archivos de vídeo"". El recién contratado ingeniero informático encuentra el disco duro en el estante. Nunca había visto este disco duro antes. Ella lee su etiqueta. Ella cree que el disco duro está lleno de","На полке в штаб-квартире компании есть жесткий диск, содержащий только видеофайлы и без аудиофайлов. И все же, запутавшись, его ярлык ясно указывает ""аудиофайлы"", а не ""видеофайлы"". Недавно нанятый компьютерный инженер нашел жёсткий диск на полке. Она никогда раньше не видела такого жесткого диска. Она читает его лейбл. Она считает, что жёсткий диск полон"
12,2,gpt2,"On the shelf in the company's headquarters, there is a hard drive that contains only video files and no audio files. Yet, confusingly, its label clearly states ""audio files"" and not ""video files"". The newly hired computer engineer finds the hard drive on the shelf. She has never seen this hard drive before. She reads its label. She calls her friend to tell them that she has just found a hard drive full of",audio,audio,звук, video files.," video files.

""I'm"," video files.

""I'm", la compa, пр," la compañía.

", простив,"En el estante de la sede de la compañía, hay un disco duro que contiene sólo archivos de vídeo y ningún archivo de audio. Sin embargo, confusamente, su etiqueta indica claramente ""archivos de audio"" y no ""archivos de vídeo"". El recién contratado ingeniero informático encuentra el disco duro en el estante. Nunca había visto este disco duro antes. Ella lee su etiqueta. Llama a su amiga para decirles que acaba de encontrar un disco duro lleno de","На полке в штаб-квартире компании есть жесткий диск, содержащий только видеофайлы и без аудиофайлов. И все же, запутавшись, его ярлык ясно указывает ""аудиофайлы"", а не ""видеофайлы"". Недавно нанятый компьютерный инженер нашел жёсткий диск на полке. Она никогда раньше не видела такого жесткого диска. Она читает его лейбл. Она позвонила своей подруге, чтобы сказать им, что нашла жесткий диск, полный"
13,5,gpt2,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pens, and there are no pencils in it. Yet, it is labeled with the word ""pencils"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He opens the box and looks inside. He can clearly see that it is full of",pens,plumas,ручки, pens. He, pens. He looks at the label and, pens. He looks at the label and, la caja, сл," la caja.

The first"," словом ""","Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de bolígrafos, y no hay lápices en ella. Sin embargo, está etiquetado con la palabra ""lápices"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена ручками, и в ней нет карандашей. Тем не менее, она помечена словом ""пенсильм"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
14,5,gpt2,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pens, and there are no pencils in it. Yet, it is labeled with the word ""pencils"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He believes that the box is full of",pencils,pencils,pencils, pens. He, pens. He then reads the label again, pens. He then reads the label again, bolíg, ру," bolígrafos, y no", ручкам,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de bolígrafos, y no hay lápices en ella. Sin embargo, está etiquetado con la palabra ""lápices"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Cree que la caja está llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена ручками, и в ней нет карандашей. Тем не менее, она помечена словом ""пенсильм"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он считает, что коробка полна"
15,5,gpt2,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pens, and there are no pencils in it. Yet, it is labeled with the word ""pencils"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He calls his friend to tell them that he has just found a box full of",pencils,pencils,pencils, pens. He, pens. He then asks them to write, pens. He then asks them to write, bolíg,вое," bolígrafos.

",тали про,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de bolígrafos, y no hay lápices en ella. Sin embargo, está etiquetado con la palabra ""lápices"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una caja llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена ручками, и в ней нет карандашей. Тем не менее, она помечена словом ""пенсильм"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
16,5,gpt2,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pencils, and there are no pens in it. Yet, it is labeled with the word ""pens"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He opens the box and looks inside. He can clearly see that it is full of",pencils,pencils,pencils, pens. He, pens. He looks at the label and, pens. He looks at the label and, la caja, по�," la caja.

The first", помече,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de lápices, y no hay bolígrafos en ella. Sin embargo, está etiquetado con la palabra ""pene"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена карандашами, и в ней нет ручек. Тем не менее, она помечена словом ""пенс"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
17,5,gpt2,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pencils, and there are no pens in it. Yet, it is labeled with the word ""pens"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He believes that the box is full of",pens,plumas,ручки, pens. He, pens. He then reads the label again, pens. He then reads the label again, láp, по�," lápices, y no hay", помече,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de lápices, y no hay bolígrafos en ella. Sin embargo, está etiquetado con la palabra ""pene"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Cree que la caja está llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена карандашами, и в ней нет ручек. Тем не менее, она помечена словом ""пенс"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он считает, что коробка полна"
18,5,gpt2,"There is a closed box on the table of an empty meeting room, in which a seminar is about to take place. The box is filled with pencils, and there are no pens in it. Yet, it is labeled with the word ""pens"". The first attendee walks into the room and sits in a chair in front of the box. He reads the label. He calls his friend to tell them that he has just found a box full of",pens,plumas,ручки, pencils., pens. He then asks them to write, pencils. He then asks them to, láp,вое," lápices.

La",тали про,"Hay una caja cerrada en la mesa de una sala de reuniones vacía, en la que está a punto de celebrarse un seminario. La caja está llena de lápices, y no hay bolígrafos en ella. Sin embargo, está etiquetado con la palabra ""pene"". El primer asistente entra en la habitación y se sienta en una silla frente a la caja. Lee la etiqueta. Llama a su amigo para decirles que acaba de encontrar una caja llena de","На столе пустого зала заседаний находится закрытая коробка, в которой вскоре состоится семинар. Коробка заполнена карандашами, и в ней нет ручек. Тем не менее, она помечена словом ""пенс"". Первый посетитель заходит в комнату и сидит на стуле перед коробкой. Он читает этикетку. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
19,6,gpt2,"Inside the fridge of the Airbnb host's kitchen is a can labeled as ""tuna"". However, the can actually contains sardines and no tuna. Jill, a guest who just arrived at the house, opens the fridge and sees the can. She cannot see what is inside the can, but she reads the label. She opens the can and looks inside. She can clearly see that it is full of",sardines,sardinas,сардины, tuna. Jill, tuna. Jill is shocked to see that, tuna. Jill is shocked to see that, la lata,я в," la lata.

I'm","я в дом,","Dentro de la nevera de la cocina del anfitrión de Airbnb hay una lata etiquetada como ""tuna"". Sin embargo, la lata contiene sardinas y no atún. Jill, una invitada que acaba de llegar a la casa, abre la nevera y ve la lata. No puede ver lo que hay dentro de la lata, pero lee la etiqueta. Abre la lata y mira dentro. Ella puede ver claramente que está lleno de","В холодильнике кухни Airbnb расположена банка под названием ""тунна"". Однако на самом деле в банке есть сардины и нет тунца. Джилл, гость, который только что пришел в дом, открыл холодильник и увидел банку. Она не видит, что внутри банки, но читает ярлык. Она открывает банку и смотрит внутрь. Она ясно видит, что она полна"
20,6,gpt2,"Inside the fridge of the Airbnb host's kitchen is a can labeled as ""tuna"". However, the can actually contains sardines and no tuna. Jill, a guest who just arrived at the house, opens the fridge and sees the can. She cannot see what is inside the can, but she reads the label. She believes that the can is full of",tuna,"Tina, tuna, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina",туна," tuna.
", tuna. Jill then asks the host if, tuna. Jill then asks the host if, la lata,я и," la casa, pero lee",я и нет ,"Dentro de la nevera de la cocina del anfitrión de Airbnb hay una lata etiquetada como ""tuna"". Sin embargo, la lata contiene sardinas y no atún. Jill, una invitada que acaba de llegar a la casa, abre la nevera y ve la lata. No puede ver lo que hay dentro de la lata, pero lee la etiqueta. Ella cree que la lata está llena de","В холодильнике кухни Airbnb расположена банка под названием ""тунна"". Однако на самом деле в банке есть сардины и нет тунца. Джилл, гость, который только что пришел в дом, открыл холодильник и увидел банку. Она не видит, что внутри банки, но читает ярлык. Она считает, что банка полна"
21,6,gpt2,"Inside the fridge of the Airbnb host's kitchen is a can labeled as ""tuna"". However, the can actually contains sardines and no tuna. Jill, a guest who just arrived at the house, opens the fridge and sees the can. She cannot see what is inside the can, but she reads the label. She calls her friend to tell them that she has just found a can full of",tuna,"Tina, tuna, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina",туна," tuna.
"," tuna.

""I'm so"," tuna.

""I'm so", la casa,т н," la casa.

""I",т на сам,"Dentro de la nevera de la cocina del anfitrión de Airbnb hay una lata etiquetada como ""tuna"". Sin embargo, la lata contiene sardinas y no atún. Jill, una invitada que acaba de llegar a la casa, abre la nevera y ve la lata. No puede ver lo que hay dentro de la lata, pero lee la etiqueta. Llama a su amiga para decirles que acaba de encontrar una lata llena de","В холодильнике кухни Airbnb расположена банка под названием ""тунна"". Однако на самом деле в банке есть сардины и нет тунца. Джилл, гость, который только что пришел в дом, открыл холодильник и увидел банку. Она не видит, что внутри банки, но читает ярлык. Она позвонила подруге, чтобы сказать им, что только что нашла банку, полную"
22,6,gpt2,"Inside the fridge of the Airbnb host's kitchen is a can labeled as ""sardines"". However, the can actually contains tuna and no sardines. Jill, a guest who just arrived at the house, opens the fridge and sees the can. She cannot see what is inside the can, but she reads the label. She opens the can and looks inside. She can clearly see that it is full of",tuna,"Tina, tuna, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina, Tina",туна, tuna. Jill, tuna. Jill is shocked to see that, tuna. Jill is shocked to see that, la lata,я в," la lata.

I'm","я в дом,","Dentro de la nevera de la cocina del anfitrión de Airbnb hay una lata etiquetada como ""sardinas"". Sin embargo, la lata contiene atún y sin sardinas. Jill, una invitada que acaba de llegar a la casa, abre la nevera y ve la lata. No puede ver lo que hay dentro de la lata, pero lee la etiqueta. Abre la lata y mira dentro. Ella puede ver claramente que está lleno de","В холодильнике кухни Airbnb расположена банка под названием ""Сардины"". Однако в банке на самом деле содержится тунец и нет сардин. Джилл, гость, который только что пришел в дом, открыл холодильник и увидел банку. Она не видит, что внутри банки, но читает ярлык. Она открывает банку и смотрит внутрь. Она ясно видит, что она полна"
23,6,gpt2,"Inside the fridge of the Airbnb host's kitchen is a can labeled as ""sardines"". However, the can actually contains tuna and no sardines. Jill, a guest who just arrived at the house, opens the fridge and sees the can. She cannot see what is inside the can, but she reads the label. She believes that the can is full of",sardines,sardinas,сардины, sardines, sardines. Jill then asks the, sardines. Jill then asks the, la casa,я и," la casa, pero lee",я и нет ,"Dentro de la nevera de la cocina del anfitrión de Airbnb hay una lata etiquetada como ""sardinas"". Sin embargo, la lata contiene atún y sin sardinas. Jill, una invitada que acaba de llegar a la casa, abre la nevera y ve la lata. No puede ver lo que hay dentro de la lata, pero lee la etiqueta. Ella cree que la lata está llena de","В холодильнике кухни Airbnb расположена банка под названием ""Сардины"". Однако в банке на самом деле содержится тунец и нет сардин. Джилл, гость, который только что пришел в дом, открыл холодильник и увидел банку. Она не видит, что внутри банки, но читает ярлык. Она считает, что банка полна"
24,6,gpt2,"Inside the fridge of the Airbnb host's kitchen is a can labeled as ""sardines"". However, the can actually contains tuna and no sardines. Jill, a guest who just arrived at the house, opens the fridge and sees the can. She cannot see what is inside the can, but she reads the label. She calls her friend to tell them that she has just found a can full of",sardines,sardinas,сардины, sardines," sardines.

""I"," tuna.

""I'm so", la casa,т н," la casa.

I'm",т на сам,"Dentro de la nevera de la cocina del anfitrión de Airbnb hay una lata etiquetada como ""sardinas"". Sin embargo, la lata contiene atún y sin sardinas. Jill, una invitada que acaba de llegar a la casa, abre la nevera y ve la lata. No puede ver lo que hay dentro de la lata, pero lee la etiqueta. Llama a su amiga para decirles que acaba de encontrar una lata llena de","В холодильнике кухни Airbnb расположена банка под названием ""Сардины"". Однако в банке на самом деле содержится тунец и нет сардин. Джилл, гость, который только что пришел в дом, открыл холодильник и увидел банку. Она не видит, что внутри банки, но читает ярлык. Она позвонила подруге, чтобы сказать им, что только что нашла банку, полную"
25,7,gpt2,"There is a paper envelope lying in front of Julia's door. The envelope is filled with leaflets, and there are no receipts in it. Yet, a label with the word ""receipts"" is stuck on the outside. Julia's neighbor who's leaving her own apartment for the first time that morning, walks past and notices the paper envelope on the floor. She wonders what is inside the paper envelope and reads the label. She opens the paper envelope and looks inside. She can clearly see that it is full of",leaflets,prospectos,листовки, money. She, money. She looks at the label and, money. She looks at the label and, folletos,я п," folletos, y no hay rec", и заме�,"Hay un sobre de papel en frente de la puerta de Julia. El sobre está lleno de folletos, y no hay recibos en él. Sin embargo, una etiqueta con la palabra ""recibos"" está pegada en el exterior. La vecina de Julia que sale de su propio apartamento por primera vez esa mañana, pasa caminando y nota el sobre de papel en el suelo. Se pregunta qué hay dentro del sobre de papel y lee la etiqueta. Abre el sobre de papel y mira dentro. Ella puede ver claramente que está lleno de","Перед дверью Джулии лежит бумажный конверт. Конверт заполнен листовками, и в нем нет квитанций. Тем не менее, ярлык со словом ""получение"" застрял снаружи. Сосед Джулии, которая покидает свою квартиру в первый раз тем утром, проходит мимо и замечает бумажный конверт на полу. Она интересуется, что внутри бумажного конверта и читает этикетку. Она открывает бумажный конверт и заглядывает внутрь. Она ясно видит, что она полна"
26,7,gpt2,"There is a paper envelope lying in front of Julia's door. The envelope is filled with leaflets, and there are no receipts in it. Yet, a label with the word ""receipts"" is stuck on the outside. Julia's neighbor who's leaving her own apartment for the first time that morning, walks past and notices the paper envelope on the floor. She wonders what is inside the paper envelope and reads the label. She believes that the paper envelope is full of",receipts,Recibos,поступления, money. She, money. She then goes to the front, money. She then notices that the envelope, folletos,ой �," folletos, y no hay rec",ой конве,"Hay un sobre de papel en frente de la puerta de Julia. El sobre está lleno de folletos, y no hay recibos en él. Sin embargo, una etiqueta con la palabra ""recibos"" está pegada en el exterior. La vecina de Julia que sale de su propio apartamento por primera vez esa mañana, pasa caminando y nota el sobre de papel en el suelo. Se pregunta qué hay dentro del sobre de papel y lee la etiqueta. Ella cree que el sobre de papel está lleno de","Перед дверью Джулии лежит бумажный конверт. Конверт заполнен листовками, и в нем нет квитанций. Тем не менее, ярлык со словом ""получение"" застрял снаружи. Сосед Джулии, которая покидает свою квартиру в первый раз тем утром, проходит мимо и замечает бумажный конверт на полу. Она интересуется, что внутри бумажного конверта и читает этикетку. Она считает, что бумажный конверт полон"
